main,title,period,duration of work,workplace,type,tag,expert,url
재무/투자,카드 매출 담보 영업 전문가 채용 건,5/16/2022, 6개월 이상,회사 (),상근 근무,"담보, 채권, 카드매출채권, P2P금융, 대출영업",재무/회계/자금 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7656
영업/구매/유통,고객사 VMI 제안 및 물류사업성 분석,5/16/2022, 3개월 이내,협의/기타,협의 후 결정,"물류, vmi, 물류관리, 유통, 재고, 재고관리, 공급자주도형물류관리","물류/유통, 신규사업/BD, 경영혁신/PI, 경영전략/관리 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7422
마케팅,농산물 가공식품 관련 상품 기획 및 유통 전문가 모집 건,5/9/2022, 6개월 이내,협의/기타,주2회 근무 (회사 방문 및 재택근무),"농산물, 유통, 상품기획, 가공식품","상품기획, B2B영업, B2C영업, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7181
IT,쇼핑몰(고도몰5 PRO) 기획 및 개발업무 전문가 모집,5/9/2022, 6개월 이내,협의/기타,협의,"it서비스기획컨설팅, pm, 서버개발, 앱개발기획, 온라인쇼핑몰구축, 고도몰, uxui기획, 개발엔지니어","PM, 서비스기획, 서버개발/앱개발, GUI (UI/UX), 시스템엔지니어 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7451
마케팅,건강관리기기 온라인 마케팅 전문가 모집,5/9/2022, 6개월 이상,협의/기타,"16시간/주, Client 사무실 상근 및/또는 재택 병행 함.","온라인세일즈, 개인용, 의료기기, 온라인광고마케팅, 디지털마케팅",마케팅 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7227
마케팅,시니어 돌봄 서비스 SNS 퍼포먼스 마케팅 기획 및 실행,5/9/2022, 3개월 이내,협의/기타,"협의, 1회 2시간 화상미팅, 총 40시간/월 예상","sns광고, 시니어서비스, 페이스북광고, 인스타마케팅, 퍼포먼스마케팅, 플랫폼, sns, 마케팅전략, 온라인마케팅","온라인마케팅, 마케팅전략/브랜딩 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7498
IT,출판업계 이러닝 비즈니스 추진을 위한 전문가 자문의 건,5/9/2022, 1개월 이내,회사 (서울특별시  성동구),"대면, 총 3회 (3시간)","이러닝, 출판, 온라인강의, 컨텐츠, 온라인, 서적, 학습, 건축, 건설","4명의 전문가님, 서비스기획, 서버개발/앱개발, GUI (UI/UX), 온라인마케팅, 교육 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7357
경영전략/신사업,"자회사 설립 관련, 전략 수립 및 실행 전문가 모집 건",5/6/2022, 6개월 이내,협의/기타,방문 및 재택근무,"물적분할, 자회사설립, 재무, 재무관리","경영전략/관리, 재무/회계/자금, 투자/IPO 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7209
인사/총무,인사제도와 보상체계 전반 자문,5/6/2022, 3개월 이내,협의/기타,주2회 Onsite 근무 (회당 Max. 6시간) + 주2회 재택근무 기준 : 총 7주,"인사제도, 보상체계",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7646
인사/총무,"부동산(다가구주택) 물건팀 영업조직구성 및 성과관리, 고객상담",5/5/2022, 3개월 이내,회사 (서울특별시  광진구),주 3일 근무,"부동산, 다가구주택, 매입, 매도, 전세, 영업관리, 성과관리, 고객상담, 인력소싱","B2C영업, 인사, 교육 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7373
IT,AI 의료지원 플랫폼 서비스 기획 전문가,5/2/2022, 6개월 이상,협의/기타,주 1일 근무,ai,서비스기획 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7441
Other,AI 의료지원 플랫폼 서비스 기획 전문가,5/2/2022, 6개월 이상,협의/기타,주 3일 근무,ai,PM 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7443
인사/총무,인사 : 외국계기업 채용업무 전반 수행,5/2/2022, 6개월 이상,협의/기타,협의,"인사, 채용",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7235
경영전략/신사업,태양광발전 프로젝트(국내) 개발 전문가 모집,5/2/2022, 6개월 이상,협의/기타,협의,"태양광기술, 태양광발전소, 태양광발전소건설, 부동산자산운영, 부동산개발, 부동산개발계획, 토지, 주차장bto사업, 수상태양광, 주차장","4명의 전문가님, 신규사업/BD, 영업/구매/유통, 공장신축 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7282
경영전략/신사업,미국수출 (바이어 발굴) 전문가 모집,5/2/2022, 3개월 이내,협의/기타,협의,"미국, 해외유통, 바이어개척, 해외바이어확보, 수출, 해외시장개척, 해외영업, 해외유통망구축, 해외진출, 미국무역전문가","3명의 전문가님, 신규사업/BD, 영업/구매/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7283
영업/구매/유통,상업용 공기 청정기 시장 조사 ( 미국 ),5/2/2022, 1개월 이내,협의/기타,대면 및 비대면 ,"해외시장개척, b2b해외영업, 미국무역전문가, 미국수출, 가전영업, 해외시장분석, 미국","2명의 전문가님,해외시장개척외 6개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7330
영업/구매/유통,해외 업무 전문가 모집 건,5/2/2022, 6개월 이상,자택,수시(업무발생시) 근무 / 재택 근무,"해외업무, 글로벌, 무역, 해외소통, 수출입, 계약관리",해외영업/무역 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7355
IT, IT 인력 채용 경쟁력 강화 프로젝트의 컨설팅을 수행할 전문가 모집의 건,5/2/2022, 3개월 이내,회사 (서울특별시  구로구),"대면, 주 1~2회 (협의후 결정)","채용, SM, 개발자, si, 개발프로젝트, 취업, 잡코리아, 포털","3명의 전문가님, PM, 서비스기획, 인사, 총무, 노무 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7402
엔지니어링,"복합비료, 사료첨가제, 무기화합물 기업의 연구소장(박사급) 채용",5/1/2022, 6개월 이상,회사 (경기도  화성시),"정규직 상근, 주 5일근무","복합비료, 비료, 사료, 사료첨가제, 무기화합물, 농화학, 비료학, 작물병리학, 식물병리학, 작물","연구개발/설계, 생산/제조 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7201
엔지니어링,수용성 칼슘 비료 연구/개발 전문가 모집의 건,5/1/2022, 6개월 이상,회사 (경상남도  함안군),"대면, 주 1~2회 (협의후 결정)","산처리법, 졸겔법, 콜로이드화, 비료, 칼슘, 농업, 화학, 화공, 석회, 재료","8명의 전문가님, 연구개발/설계, 생산/제조 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7207
영업/구매/유통,태양광 발전사업 관련 영업 전문가 모집,5/1/2022, 6개월 이상,협의/기타,"월1회 Client사 방문 미팅 및  주로 외근, 재택 근무","태양광발전소, 태양광발전소건설, 태양광패널, 태양전지, 토지매입, 부동산개발, 부동산","5명의 전문가님, B2C영업, B2B영업, 물류/유통, 공장신축 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7039
재무/투자,부동산 관련 중소기업 자금 투자 유치 전문가,5/1/2022, 3개월 이내,회사 (서울특별시  광진구),주 3일 근무,"국내투자유치, 자금, 부동산, 투자유치, 금융상품기획",투자/IPO 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7082
경영전략/신사업,부동산 관련 중소기업 전략기획 전문가,5/1/2022, 3개월 이내,회사 (서울특별시  광진구),주 3일 근무,"부동산, 다가구주택, 전략기획, 사업기획","신규사업/BD, 경영전략/관리 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7122
전문가,외식업체 대상 온라인 마케팅 전문가 모집의 건(Ⅰ) ,4/28/2022, 1주일 이내,협의/기타,"대면, 1회 , 1시간","온라인마케팅, 외식업",제안받으신 전문가님 7명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7239
전문가,외식업체 대상 온라인 마케팅 전문가 모집의 건(Ⅱ),4/28/2022, 1주일 이내,협의/기타,"대면, 1회, 1시간","온라인마케팅, 외식업, 인스타그램, 페이스북], 네이버",제안받으신 전문가님 1명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7396
재무/투자,스타트업 자금 조달 & 투자 유치 관련 자문을 위한 전문가 모집,4/26/2022, 3개월 이내,회사 (경기도  부천시),"대면, 주 1~2회 (협의후 결정)","자금조달, 신재생에너지, 투자유치, 스타트업, vc, 벤처캐피털","10명의 전문가님, 재무/회계/자금, 투자/IPO 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7217
Other,중간 관리자(팀장) 정규 채용 : 베트남 공장 주재원,4/25/2022, 6개월 이상,회사 (기타 기타),해외주재 정규직 채용,"중간관리자, 팀장, 헤외주재원, 베트남직원채용",모든 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7232
엔지니어링,생산 공정 전반에 대한 현장밀착 자문 전문가 ,4/25/2022, 6개월 이내,협의/기타,협의,"생산관리, 컨설팅",생산/제조 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7294
경영전략/신사업,정밀 기계 가공 사업 기획 전문가 모집 건 ,4/25/2022, 3개월 이내,회사 (경기도  안양시 만안구),월2회 방문 미팅,"정밀기계, 기계, 사업기획, 기계가공사업, 기계가공, 설비, 정밀기계가공사업","신규사업/BD, 연구개발/설계, 생산/제조, 경영전략/관리 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=6826
경영전략/신사업,"경영 전략, 인사 전반 자문",4/25/2022, 3개월 이내,협의/기타,"매주 1회 회사 미팅, 월 총10시간 기준",경영전략,경영전략/관리 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7344
마케팅,"주방살균,절수 기구 마케팅전문가 모집 건 ",4/18/2022, 6개월 이내,협의/기타,협의 후 결정,"신제품마케팅, 건설관련, 주방기기, 마케팅, 상품기획, 온라인영업, 브랜드전략","5명의 전문가님, 마케팅전략/브랜딩, 상품기획, 온라인마케팅, B2C영업 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7193
인사/총무,중소기업 HR 현안 개선 및 중장기적 HR 전략수립,4/18/2022, 3개월 이내,회사 (울산광역시  울주군),협의,"hr, hr전략, HR컨설팅, 경쟁력제고, 중장기전략수립, 직무분석, 인재육성, 보상체계, 성과평가, 조직역량강화","노무, 인사 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7194
법무/대정부,정부지원사업 컨설팅 전문가,4/18/2022, 1개월 이내,협의/기타,협의,"정부지원사업계획서, 정부보조금, 초기창업패키지, 무상지원금","1명의 전문가님, 정부지원사업 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7211
영업/구매/유통,"영업 전략/기획/영업 전반 전문가 : 물류 보관 설비(파레트 랙, 컨베이어 자동 시스템) ",4/18/2022, 6개월 이상,협의/기타,협의,"물류보관, 유통, 보관, 자동화창고, 물류장비, 물류창고자동화시스템, 비즈니스개발, 3pl, 계약물류, bts","B2B영업, 구매, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7218
엔지니어링,소재부품 접착제 성능향상 연구,4/18/2022, 6개월 이내,협의/기타,협의 (경기도 용인시),"소재부품, 접착제, 점접착제, 수포, 고분자공학, 유기화학, 신뢰성, 성능개선","연구개발/설계, 생산/제조 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7228
영업/구매/유통,"해외영업(o), 기획(x) : 중고차 해외 수출판로 개척 및 바이어 연결",4/18/2022, 3개월 이내,협의/기타,협의,"중고차영업, 해외시장개척","B2B영업, 해외영업/무역 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7246
영업/구매/유통,산업용로봇 해외 영업 전문가 모집 건 ,4/18/2022, 6개월 이내,협의/기타,협의 후 결정,"글로벌, 해외진출, 해외영업, 산업용로봇, 로봇엔지니어링, 해외마케팅, 해외시장개척, 해외사업",해외영업/무역 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=7252
엔지니어링,2차전지 Roll Press 장비 기술 자문 및 사업타당성 자문 전문가,4/18/2022, 6개월 이상,협의/기타,협의,"2차전지자동화설비, 롤프레스, 프레스자동화, 2차전지, 엔지니어링, 2차전지제조설비, 컨설팅, 슬리터, 신사업, 사업기획","연구개발/설계, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7263
엔지니어링,2차전지 전해질 주입 장비 기술자문 및 사업타당성 자문 전문가,4/18/2022, 6개월 이상,협의/기타,협의,"절연전압, 전해질, 2차전지자동화설비, 2차전지설비, 2차전지제조, 컨설팅, 신사업, 사업기획, m&a","연구개발/설계, 생산/제조, 품질/안전, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=7264
