expert,skills
nodi4**,신규사업/BD
nodi4**,시스템엔지니어
choivmi**,온라인마케팅
choivmi**,해외영업/무역
choivmi**,B2C영업
choivmi**,물류/유통
choivmi**,시장조사/데이터분석
chang**,신규사업/BD
chang**,경영전략/관리
chang**,B2B영업
chang**,B2C영업
chang**,물류/유통
emfdj**,투자/IPO
emfdj**,M&A/PMI
emfdj**,B2B영업
emfdj**,재무/회계/자금
emfdj**,경영혁신/PI
Van**,연구개발/설계
jtbjk**,연구개발/설계
jtbjk**,생산/제조
jtbjk**,품질/안전
naut**,IT
naut**,홍보/PR
naut**,마케팅전략/브랜딩
naut**,인사
naut**,경영전략/신사업
myevere**,경영전략/관리
myevere**,인사
myevere**,마케팅전략/브랜딩
myevere**,신규사업/BD
lee2**,재무/회계/자금
lee2**,경영전략/관리
lee2**,교육
lee2**,정부지원사업
lee2**,기술/특허
gjrms**,생산/제조
gjrms**,품질/안전
gjrms**,공장신축
gjrms**,연구개발/설계
gjrms**,경영혁신/PI
chunnghj1**,품질/안전
Sh3pl**,온라인마케팅
Sh3pl**,상품기획
Sh3pl**,서비스기획
Sh3pl**,PM
Sh3pl**,신규사업/BD
chauve**,상품기획
chauve**,마케팅
chauve**,Other
jinco12**,경영전략/관리
jinco12**,재무/회계/자금
jinco12**,신규사업/BD
jinco12**,M&A/PMI
ims**,해외영업/무역
ims**,정부지원사업
ims**,PM
ims**,경영전략/관리
ims**,일반법무
hanoulhyang**,생산/제조
hanoulhyang**,품질/안전
hanoulhyang**,공장신축
eoqkd**,세무
eoqkd**,재무/회계/자금
eoqkd**,원가관리
eoqkd**,투자/IPO
eoqkd**,노무
sic80**,신규사업/BD
sic80**,경영전략/관리
sic80**,경영혁신/PI
sic80**,생산/제조
sic80**,품질/안전
ideamax20**,PM
ideamax20**,서비스기획
ideamax20**,GUI(UI/UX)
ideamax20**,빅데이터/AI
mnbksg1**,경영전략/신사업
mnbksg1**,투자/IPO
mnbksg1**,재무/회계/자금
mnbksg1**,생산/제조
mnbksg1**,홍보/PR
ziongroup7**,연구개발/설계
ziongroup7**,시스템엔지니어
ziongroup7**,B2B영업
ziongroup7**,B2C영업
ziongroup7**,품질/안전
Talent1014**,생산/제조
Talent1014**,품질/안전
Talent1014**,경영전략/관리
Talent1014**,해외영업/무역
Talent1014**,신규사업/BD
km79**,신규사업/BD
km79**,마케팅
seventh**,경영전략/관리
seventh**,경영혁신/PI
seventh**,연구개발/설계
seventh**,생산/제조
seventh**,품질/안전
gen39**,신규사업/BD
gen39**,경영혁신/PI
gen39**,마케팅전략/브랜딩
gen39**,품질/안전
gen39**,상품기획
insightl**,일반법무
jykwo**,인사
jykwo**,교육
jykwo**,경영혁신/PI
jykwo**,원가관리
jin10**,B2B영업
jin10**,구매
jin10**,서비스기획
jin10**,신규사업/BD
ideac**,공장신축
ideac**,연구개발/설계
ideac**,엔지니어링
gycho1**,연구개발/설계
gycho1**,품질/안전
gycho1**,생산/제조
gycho1**,엔지니어링
Frombree**,광고/영상디자인
Frombree**,제안서/편집디자인
Frombree**,교육
Frombree**,Other
footdoct**,마케팅전략/브랜딩
footdoct**,홍보/PR
footdoct**,상품기획
footdoct**,시장조사/데이터분석
swch**,신규사업/BD
swch**,경영전략/관리
swch**,해외영업/무역
nice19**,경영전략/관리
nice19**,신규사업/BD
nice19**,경영혁신/PI
nice19**,마케팅전략/브랜딩
nice19**,시장조사/데이터분석
jk20**,서비스기획
jk20**,B2B영업
jk20**,신규사업/BD
jk20**,마케팅전략/브랜딩
jk20**,물류/유통
jinhong1**,신규사업/BD
jinhong1**,시장조사/데이터분석
jinhong1**,연구개발/설계
jinhong1**,기술/특허
jinhong1**,Other
davidk**,신규사업/BD
davidk**,경영전략/관리
davidk**,M&A/PMI
davidk**,투자/IPO
davidk**,마케팅전략/브랜딩
vlfoal**,엔지니어링
vlfoal**,경영전략/신사업
vlfoal**,IT
vlfoal**,Other
jgh9**,연구개발/설계
jgh9**,생산/제조
jgh9**,품질/안전
jgh9**,상품기획
jgh9**,마케팅전략/브랜딩
puks**,경영전략/신사업
saille**,마케팅
saille**,IT
james**,IT
james**,경영전략/신사업
hippot**,인사/총무
hippot**,IT
hippot**,법무/대정부
happycare**,인사/총무
Lighti**,경영전략/신사업
Lighti**,엔지니어링
Lighti**,상품기획
Lighti**,마케팅전략/브랜딩
Lighti**,정부지원사업
handol8**,경영전략/관리
handol8**,인사
parko**,경영전략/관리
parko**,인사
imkey1**,인사/총무
imkey1**,경영전략/신사업
imkey1**,IT
bjlim**,IT
zeropear**,재무/투자
zeropear**,경영전략/신사업
crbaik3**,신규사업/BD
crbaik3**,경영전략/관리
crbaik3**,인사
crbaik3**,해외영업/무역
crbaik3**,원가관리
sions**,제품/공간디자인
sions**,상품기획
sions**,신규사업/BD
sions**,온라인마케팅
sions**,B2C영업
hogki**,경영전략/신사업
hogki**,마케팅
hogki**,디자인/패션
STL51**,경영전략/신사업
STL51**,마케팅
hkhahm**,경영전략/신사업
hkhahm**,인사/총무
hkhahm**,재무/회계/자금
tskim2**,경영전략/신사업
tskim2**,마케팅
tskim2**,영업/구매/유통
ydk**,경영전략/신사업
ydk**,인사/총무
tomasldp**,영업/구매/유통
tomasldp**,마케팅
tomasldp**,경영전략/신사업
tomasldp**,연구개발/설계
tomasldp**,PM
sonoh**,인사/총무
trot**,마케팅
trot**,경영전략/신사업
trot**,Other
hyung**,IT
truemania**,경영전략/관리
truemania**,투자/IPO
truemania**,정부지원사업
truemania**,기술/특허
truemania**,온라인마케팅
js4451**,경영전략/신사업
js4451**,엔지니어링
js4451**,영업/구매/유통
js4451**,Other
sierr**,IT
sierr**,경영전략/신사업
sierr**,법무/대정부
skim20**,IT
skim20**,Other
nomadsh**,마케팅
nomadsh**,경영전략/신사업
nomadsh**,영업/구매/유통
96116**,영업/구매/유통
96116**,마케팅
96116**,인사/총무
sing04**,마케팅
sing04**,경영전략/신사업
m85101**,인사/총무
kingleok**,경영전략/신사업
kingleok**,인사/총무
kingleok**,마케팅
dihan48**,경영전략/신사업
dihan48**,영업/구매/유통
dihan48**,마케팅
woo43**,B2B영업
woo43**,교육
woo43**,인사
woo43**,노무
woo43**,상품기획
davidc**,경영전략/신사업
davidc**,재무/투자
davidc**,마케팅
tintag**,경영전략/신사업
tintag**,영업/구매/유통
tintag**,Other
tigerc**,경영전략/신사업
tigerc**,엔지니어링
hepsi**,경영전략/신사업
hepsi**,영업/구매/유통
hepsi**,마케팅
mchoi1**,영업/구매/유통
mchoi1**,경영전략/신사업
mchoi1**,마케팅
kkw127**,경영전략/신사업
kkw127**,영업/구매/유통
kkw127**,마케팅
regan9**,경영전략/신사업
regan9**,정부지원사업
jslee**,경영전략/신사업
jslee**,영업/구매/유통
jslee**,마케팅
quattro**,경영전략/신사업
quattro**,마케팅
quattro**,영업/구매/유통
daves**,인사/총무
daves**,Other
Uhip**,경영전략/신사업
Uhip**,제안서/편집디자인
Uhip**,광고/영상디자인
Uhip**,마케팅전략/브랜딩
Uhip**,온라인마케팅
dawnypa**,재무/투자
dawnypa**,경영전략/관리
dawnypa**,신규사업/BD
dawnypa**,M&A/PMI
bsson54**,경영전략/신사업
bsson54**,영업/구매/유통
bsson54**,마케팅
hugoju**,경영전략/신사업
hugoju**,영업/구매/유통
hugoju**,마케팅
jhk37**,재무/투자
jhk37**,경영전략/신사업
jhk37**,Other
joakim**,영업/구매/유통
joakim**,경영전략/신사업
joakim**,마케팅
luckylee**,마케팅
luckylee**,Other
leyeo**,경영전략/신사업
leyeo**,Other
dam**,경영전략/신사업
dam**,IT
sunjk**,경영전략/관리
sunjk**,경영혁신/PI
sunjk**,원가관리
sunjk**,투자/IPO
sunjk**,생산/제조
jikwo**,신규사업/BD
jikwo**,연구개발/설계
yooj**,경영전략/신사업
yooj**,온라인마케팅
yooj**,마케팅전략/브랜딩
yooj**,물류/유통
yooj**,교육
sam5**,경영전략/관리
sam5**,신규사업/BD
sam5**,마케팅전략/브랜딩
sam5**,홍보/PR
sam5**,정부지원사업
ysj**,연구개발/설계
ysj**,정부지원사업
ysj**,경영전략/관리
ysj**,교육
ysj**,투자/IPO
young55y**,경영전략/신사업
young55y**,재무/투자
young55y**,마케팅
young55y**,해외영업/무역
beyond**,IT
jameshwan**,경영전략/신사업
stmkm**,인사/총무
segoo**,법무/대정부
parkcj**,경영전략/신사업
parkcj**,IT
parkcj**,영업/구매/유통
heeya**,경영전략/신사업
heeya**,IT
heeya**,정부지원사업
Jero**,시스템엔지니어
Jero**,빅데이터/AI
Jero**,PM
Jero**,경영혁신/PI
Jero**,경영전략/관리
perfect**,마케팅전략/브랜딩
perfect**,경영전략/관리
perfect**,B2C영업
perfect**,물류/유통
perfect**,신규사업/BD
shyang12**,M&A/PMI
shyang12**,신규사업/BD
sjsu**,해외영업/무역
sjsu**,마케팅전략/브랜딩
sjsu**,경영전략/관리
tk18**,신규사업/BD
tk18**,연구개발/설계
hshma**,신규사업/BD
hshma**,경영전략/관리
hshma**,M&A/PMI
hshma**,마케팅전략/브랜딩
hshma**,연구개발/설계
hippo95**,경영혁신/PI
bs14**,노무
bs14**,신규사업/BD
bs14**,경영전략/관리
bs14**,원가관리
bs14**,정부지원사업
Jukerm**,서비스기획
Jukerm**,신규사업/BD
ckdtl**,광고/영상디자인
ckdtl**,제안서/편집디자인
lineup05**,생산/제조
lineup05**,B2B영업
kelvinsty**,신규사업/BD
kelvinsty**,B2B영업
kelvinsty**,마케팅전략/브랜딩
kelvinsty**,PM
kelvinsty**,교육
woo**,재무/회계/자금
woo**,인사
woo**,B2C영업
woo**,CS
woo**,경영전략/관리
koobj**,물류/유통
koobj**,경영혁신/PI
koobj**,원가관리
koobj**,경영전략/관리
koobj**,서비스기획
Masterfulcoach**,교육
mnic**,신규사업/BD
mnic**,PM
mnic**,B2B영업
mnic**,서비스기획
mnic**,연구개발/설계
sunja**,PM
sunja**,서버개발/앱개발
sunja**,빅데이터/AI
korwor**,경영전략/관리
korwor**,M&A/PMI
korwor**,투자/IPO
korwor**,해외영업/무역
korwor**,교육
ndiali**,경영전략/관리
ndiali**,해외영업/무역
ndiali**,B2B영업
ndiali**,신규사업/BD
ndiali**,품질/안전
wa03**,신규사업/BD
wa03**,인사
wa03**,세무
wa03**,B2B영업
wa03**,마케팅전략/브랜딩
parkbc69**,신규사업/BD
parkbc69**,경영혁신/PI
parkbc69**,PM
parkbc69**,시장조사/데이터분석
parkbc69**,경영전략/관리
mktgexpe**,마케팅전략/브랜딩
mktgexpe**,온라인마케팅
mktgexpe**,시장조사/데이터분석
mktgexpe**,홍보/PR
mktgexpe**,신규사업/BD
rohh**,신규사업/BD
rohh**,B2B영업
realme**,마케팅전략/브랜딩
realme**,온라인마케팅
realme**,경영전략/관리
realme**,교육
realme**,CS
chrisfabio**,신규사업/BD
chrisfabio**,B2B영업
chrisfabio**,해외영업/무역
chrisfabio**,경영전략/관리
sookk7**,M&A/PMI
sookk7**,경영전략/관리
sookk7**,세무
sookk7**,투자/IPO
sookk7**,기술/특허
speciali**,신규사업/BD
speciali**,마케팅전략/브랜딩
speciali**,상품기획
speciali**,홍보/PR
speciali**,제안서/편집디자인
paka**,인사
paka**,노무
paka**,교육
paka**,총무
paka**,경영전략/관리
zpzgj**,신규사업/BD
zpzgj**,B2B영업
zpzgj**,B2C영업
zpzgj**,해외영업/무역
zpzgj**,마케팅전략/브랜딩
sedongcha**,연구개발/설계
sedongcha**,상품기획
sei2**,신규사업/BD
sei2**,마케팅전략/브랜딩
sei2**,온라인마케팅
sei2**,서비스기획
sei2**,PM
lseeo**,경영전략/관리
lseeo**,마케팅전략/브랜딩
lseeo**,법무/대정부
aproste**,해외영업/무역
aproste**,경영혁신/PI
aproste**,PM
aproste**,마케팅전략/브랜딩
aproste**,B2B영업
seojs74**,공장신축
boomin**,해외영업/무역
boomin**,B2C영업
boomin**,시장조사/데이터분석
boomin**,정부지원사업
Artis**,신규사업/BD
Artis**,경영전략/관리
Artis**,해외영업/무역
Artis**,재무/회계/자금
Artis**,투자/IPO
Jwshe**,서비스기획
Jwshe**,신규사업/BD
Jwshe**,인사
Jwshe**,시스템엔지니어
Jwshe**,빅데이터/AI
pek**,공장신축
pek**,생산/제조
pek**,연구개발/설계
pek**,품질/안전
yty11**,신규사업/BD
yty11**,경영전략/관리
yty11**,투자/IPO
Minsoo5**,엔지니어링
onlyme**,PM
onlyme**,서비스기획
onlyme**,빅데이터/AI
wtlee12**,경영전략/관리
wtlee12**,B2B영업
wtlee12**,인사
dyjames00**,Other
digij**,신규사업/BD
digij**,경영전략/관리
digij**,경영혁신/PI
digij**,인사
free**,서비스기획
free**,PM
free**,GUI(UI/UX)
free**,신규사업/BD
free**,서버개발/앱개발
cikang03**,경영전략/관리
cikang03**,재무/회계/자금
cikang03**,마케팅전략/브랜딩
sklee88**,Other
behappi65**,마케팅전략/브랜딩
behappi65**,상품기획
behappi65**,시장조사/데이터분석
behappi65**,해외영업/무역
behappi65**,GUI(UI/UX)
obbih**,경영전략/관리
obbih**,인사
obbih**,M&A/PMI
obbih**,재무/회계/자금
obbih**,물류/유통
playwor**,마케팅전략/브랜딩
playwor**,시장조사/데이터분석
playwor**,상품기획
playwor**,온라인마케팅
playwor**,CS
kingj**,경영혁신/PI
kingj**,경영전략/관리
kingj**,연구개발/설계
kingj**,생산/제조
kingj**,품질/안전
hwi29**,품질/안전
ekportkor**,해외영업/무역
ekportkor**,B2B영업
ekportkor**,물류/유통
finan**,Other
aozora**,경영전략/관리
aozora**,경영혁신/PI
aozora**,신규사업/BD
aozora**,B2C영업
aozora**,마케팅전략/브랜딩
ispaik8**,B2B영업
ispaik8**,B2C영업
sup**,PM
sup**,서버개발/앱개발
sup**,GUI(UI/UX)
valuepl**,B2C영업
valuepl**,물류/유통
valuepl**,온라인마케팅
valuepl**,마케팅전략/브랜딩
valuepl**,상품기획
bestd**,연구개발/설계
bestd**,신규사업/BD
bestd**,생산/제조
bestd**,공장신축
bestd**,품질/안전
djkim11**,B2C영업
djkim11**,마케팅전략/브랜딩
djkim11**,상품기획
djkim11**,신규사업/BD
djkim11**,경영전략/관리
stb11**,해외영업/무역
stb11**,신규사업/BD
stb11**,구매
stb11**,경영혁신/PI
stb11**,마케팅전략/브랜딩
nadur**,마케팅전략/브랜딩
skyf**,연구개발/설계
Ksnwg**,서비스기획
Ksnwg**,마케팅전략/브랜딩
Ksnwg**,PM
Ksnwg**,GUI(UI/UX)
Ksnwg**,빅데이터/AI
peterhw**,시장조사/데이터분석
peterhw**,B2B영업
peterhw**,신규사업/BD
peterhw**,서비스기획
ynghuja**,서버개발/앱개발
ynghuja**,생산/제조
ynghuja**,서비스기획
ynghuja**,PM
ynghuja**,품질/안전
firefr**,마케팅전략/브랜딩
firefr**,경영전략/관리
firefr**,총무
firefr**,투자/IPO
firefr**,Other
swkong**,시장조사/데이터분석
swkong**,신규사업/BD
swkong**,기술/특허
swkong**,경영전략/관리
jjp19**,재무/회계/자금
jjp19**,투자/IPO
jjp19**,세무
jjp19**,정부지원사업
jjp19**,기술/특허
hpark11**,PM
hpark11**,서버개발/앱개발
hpark11**,빅데이터/AI
hpark11**,서비스기획
skskk**,신규사업/BD
skskk**,경영전략/관리
skskk**,인사
skskk**,총무
skskk**,재무/회계/자금
alan2**,온라인마케팅
alan2**,홍보/PR
alan2**,경영전략/관리
alan2**,재무/회계/자금
alan2**,기술/특허
aerohe**,기술/특허
aerohe**,신규사업/BD
aerohe**,경영전략/관리
jjongl**,신규사업/BD
jjongl**,M&A/PMI
jjongl**,상품기획
jjongl**,서비스기획
jjongl**,빅데이터/AI
Edwardcha**,구매
Edwardcha**,물류/유통
koka08**,생산/제조
koka08**,품질/안전
Prochild20**,M&A/PMI
Prochild20**,해외영업/무역
Prochild20**,마케팅전략/브랜딩
LYG60**,구매
LYG60**,신규사업/BD
LYG60**,원가관리
kimil**,공장신축
kimil**,품질/안전
kimil**,생산/제조
kimil**,연구개발/설계
slowhand01**,연구개발/설계
slowhand01**,구매
slowhand01**,품질/안전
hello**,마케팅전략/브랜딩
hello**,해외영업/무역
hello**,구매
hello**,B2B영업
hello**,시장조사/데이터분석
Calv**,해외영업/무역
Calv**,마케팅전략/브랜딩
Calv**,신규사업/BD
Calv**,경영전략/관리
Calv**,B2C영업
axiu**,B2B영업
axiu**,상품기획
sori**,경영전략/관리
sori**,물류/유통
sori**,마케팅전략/브랜딩
sori**,B2C영업
sori**,신규사업/BD
gigue**,연구개발/설계
gigue**,생산/제조
gigue**,품질/안전
daniel**,해외영업/무역
daniel**,B2B영업
daniel**,B2C영업
EXPA19**,물류/유통
wonsun05**,경영혁신/PI
wonsun05**,경영전략/관리
skskMi**,교육
po22**,B2B영업
po22**,영업/구매/유통
bitki**,제품/공간디자인
bitki**,제안서/편집디자인
navi1**,마케팅전략/브랜딩
navi1**,홍보/PR
navi1**,제안서/편집디자인
navi1**,광고/영상디자인
navi1**,제품/공간디자인
agile1accurate1te**,경영전략/관리
agile1accurate1te**,경영혁신/PI
agile1accurate1te**,투자/IPO
agile1accurate1te**,홍보/PR
agile1accurate1te**,신규사업/BD
fimkore**,마케팅전략/브랜딩
fimkore**,시장조사/데이터분석
fimkore**,상품기획
fimkore**,신규사업/BD
fimkore**,Other
sooha1**,홍보/PR
sooha1**,마케팅전략/브랜딩
kylecoa**,경영전략/관리
kylecoa**,투자/IPO
kylecoa**,신규사업/BD
kylecoa**,재무/회계/자금
bell07**,연구개발/설계
kye**,홍보/PR
kye**,마케팅전략/브랜딩
kye**,온라인마케팅
joey12**,마케팅전략/브랜딩
joey12**,상품기획
joey12**,시장조사/데이터분석
joey12**,온라인마케팅
joey12**,홍보/PR
utckrep03**,해외영업/무역
utckrep03**,구매
toniseo**,상품기획
toniseo**,마케팅전략/브랜딩
toniseo**,시장조사/데이터분석
toniseo**,홍보/PR
toniseo**,온라인마케팅
zzu**,Other
innervu**,교육
innervu**,인사
innervu**,총무
parkbm01**,품질/안전
parkbm01**,연구개발/설계
clarepark**,PM
clarepark**,서비스기획
clarepark**,빅데이터/AI
gsk2**,재무/회계/자금
gsk2**,시장조사/데이터분석
gsk2**,빅데이터/AI
gsk2**,CS
gsk2**,정부지원사업
KSKIM20**,Other
KSKIM20**,시스템엔지니어
KSKIM20**,PM
9554j**,경영전략/신사업
wintech**,시스템엔지니어
wintech**,PM
wintech**,생산/제조
wintech**,품질/안전
wintech**,빅데이터/AI
jjk24**,경영혁신/PI
jjk24**,시장조사/데이터분석
jjk24**,B2B영업
jjk24**,교육
jjk24**,품질/안전
lausan**,경영전략/관리
lausan**,PM
lausan**,온라인마케팅
lausan**,마케팅전략/브랜딩
lausan**,서비스기획
lim75**,재무/회계/자금
lim75**,세무
lim75**,Other
offk**,신규사업/BD
offk**,경영전략/관리
offk**,M&A/PMI
offk**,해외영업/무역
offk**,물류/유통
pwoyo82**,경영전략/신사업
pwoyo82**,영업/구매/유통
pwoyo82**,인사/총무
pwoyo82**,마케팅
fir**,마케팅전략/브랜딩
fir**,상품기획
fir**,온라인마케팅
